id,siruta,numar,adresa,tip,denumire,test,localitate,adresa_full,icon_url
8512,34743,"9",Salcâmului 9,Strada,Salcâmului,,,Salcâmului 9 (),
8511,34743,"11",Salcâmului 11,Strada,Salcâmului,,Podirei,Salcâmului 11 (Podirei),
8510,34743,"13",Salcâmului 13,Strada,Salcâmului,,Podirei,Salcâmului 13 (Podirei),
8509,34743,"17",Salcâmului 17,Strada,Salcâmului,,Podirei,Salcâmului 17 (Podirei),
8508,34743,"15",Salcâmului 15,Strada,Salcâmului,,Podirei,Salcâmului 15 (Podirei),
8389,34707,"2",Șieului 2,Strada,Șieului,,Sieu Magherus,Șieului 2 (Sieu Magherus),
8388,34707,2 A,Șieului 2 A,Strada,Șieului,,Sieu Magherus,Șieului 2 A (Sieu Magherus),
8387,34707,"4",Șieului 4,Strada,Șieului,,Sieu Magherus,Șieului 4 (Sieu Magherus),
8386,34707,"6",Șieului 6,Strada,Șieului,,Sieu Magherus,Șieului 6 (Sieu Magherus),
8385,34707,"8",Șieului 8,Strada,Șieului,,Sieu Magherus,Șieului 8 (Sieu Magherus),
8384,34707,"10",Șieului 10,Strada,Șieului,,Sieu Magherus,Șieului 10 (Sieu Magherus),
8383,34707,"1",Șieului 1,Strada,Șieului,,Sieu Magherus,Șieului 1 (Sieu Magherus),
8382,34707,"5",Șieului 5,Strada,Șieului,,Sieu Magherus,Șieului 5 (Sieu Magherus),
8393,34734,"109",Saşilor 109,Strada,Saşilor,,Crainimat,Saşilor 109 (Crainimat),
8392,34734,"111",Saşilor 111,Strada,Saşilor,,Crainimat,Saşilor 111 (Crainimat),
8391,34734,"113",Saşilor 113,Strada,Saşilor,,Crainimat,Saşilor 113 (Crainimat),
8390,34734,"115",Saşilor 115,Strada,Saşilor,,Crainimat,Saşilor 115 (Crainimat),
8374,34734,"8",Soarelui 8,Strada,Soarelui,,Crainimat,Soarelui 8 (Crainimat),
8373,34734,8 A,Soarelui 8 A,Strada,Soarelui,,Crainimat,Soarelui 8 A (Crainimat),
8358,34725,"2",Teilor 2,Strada,Teilor,,Chintelnic,Teilor 2 (Chintelnic),
8357,34725,"4",Teilor 4,Strada,Teilor,,Chintelnic,Teilor 4 (Chintelnic),
8356,34725,"6",Teilor 6,Strada,Teilor,,Chintelnic,Teilor 6 (Chintelnic),
8355,34725,"3",Teilor 3,Strada,Teilor,,Chintelnic,Teilor 3 (Chintelnic),
8354,34725,"1",Teilor 1,Strada,Teilor,,Chintelnic,Teilor 1 (Chintelnic),
8353,34707,"5",Teilor 5,Strada,Teilor,,Sieu Magherus,Teilor 5 (Sieu Magherus),
8352,34707,"2",Teilor 2,Strada,Teilor,,Sieu Magherus,Teilor 2 (Sieu Magherus),
8351,34707,"4",Teilor 4,Strada,Teilor,,Sieu Magherus,Teilor 4 (Sieu Magherus),
8350,34707,"6",Teilor 6,Strada,Teilor,,Sieu Magherus,Teilor 6 (Sieu Magherus),
8349,34707,"8",Teilor 8,Strada,Teilor,,Sieu Magherus,Teilor 8 (Sieu Magherus),
8254,34725,"3",Trandafirilor 3,Strada,Trandafirilor,,Chintelnic,Trandafirilor 3 (Chintelnic),
8253,34725,"11",Trandafirilor 11,Strada,Trandafirilor,,Chintelnic,Trandafirilor 11 (Chintelnic),
8252,34725,"19",Trandafirilor 19,Strada,Trandafirilor,,Chintelnic,Trandafirilor 19 (Chintelnic),
8251,34725,"18",Trandafirilor 18,Strada,Trandafirilor,,Chintelnic,Trandafirilor 18 (Chintelnic),
8250,34725,"14",Trandafirilor 14,Strada,Trandafirilor,,Chintelnic,Trandafirilor 14 (Chintelnic),
8249,34725,"12",Trandafirilor 12,Strada,Trandafirilor,,Chintelnic,Trandafirilor 12 (Chintelnic),
8248,34725,"10",Trandafirilor 10,Strada,Trandafirilor,,Chintelnic,Trandafirilor 10 (Chintelnic),
8247,34725,"6",Trandafirilor 6,Strada,Trandafirilor,,Chintelnic,Trandafirilor 6 (Chintelnic),
8246,34725,"4",Trandafirilor 4,Strada,Trandafirilor,,Chintelnic,Trandafirilor 4 (Chintelnic),
8206,34725,"2",Vadului 2,Strada,Vadului,,Chintelnic,Vadului 2 (Chintelnic),
8205,34725,"4",Vadului 4,Strada,Vadului,,Chintelnic,Vadului 4 (Chintelnic),
8199,34707,"2",Vâlcele 2,Strada,Vâlcele,,Sieu Magherus,Vâlcele 2 (Sieu Magherus),
8198,34707,2 A,Vâlcele 2 A,Strada,Vâlcele,,Sieu Magherus,Vâlcele 2 A (Sieu Magherus),
8197,34707,"4",Vâlcele 4,Strada,Vâlcele,,Sieu Magherus,Vâlcele 4 (Sieu Magherus),
8196,34707,"10",Vâlcele 10,Strada,Vâlcele,,Sieu Magherus,Vâlcele 10 (Sieu Magherus),
8190,34761,"4",Valea Măgheruşului 4,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 4 (Valea Magherusului),
8189,34761,"8",Valea Măgheruşului 8,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 8 (Valea Magherusului),
8188,34761,"12",Valea Măgheruşului 12,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 12 (Valea Magherusului),
8187,34761,"18",Valea Măgheruşului 18,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 18 (Valea Magherusului),
8186,34761,"22",Valea Măgheruşului 22,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 22 (Valea Magherusului),
8185,34761,"24",Valea Măgheruşului 24,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 24 (Valea Magherusului),
8125,34716,"2",Valea Viilor 2,Strada,Valea Viilor,,Arcalia,Valea Viilor 2 (Arcalia),
8092,34716,"52",Valea Viilor 52,Strada,Valea Viilor,,,Valea Viilor 52 (),
8147,34761,"51",Valea Măgheruşului 51,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 51 (Valea Magherusului),
8146,34761,"53",Valea Măgheruşului 53,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 53 (Valea Magherusului),
8145,34761,"55",Valea Măgheruşului 55,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 55 (Valea Magherusului),
8144,34761,"59",Valea Măgheruşului 59,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 59 (Valea Magherusului),
8143,34761,"61",Valea Măgheruşului 61,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 61 (Valea Magherusului),
8142,34761,"63",Valea Măgheruşului 63,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 63 (Valea Magherusului),
8141,34761,"65",Valea Măgheruşului 65,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 65 (Valea Magherusului),
8140,34761,"67",Valea Măgheruşului 67,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 67 (Valea Magherusului),
8139,34761,"71",Valea Măgheruşului 71,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 71 (Valea Magherusului),
8138,34761,"75",Valea Măgheruşului 75,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 75 (Valea Magherusului),
8137,34761,"77",Valea Măgheruşului 77,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 77 (Valea Magherusului),
8136,34761,"79",Valea Măgheruşului 79,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 79 (Valea Magherusului),
8135,34761,"81",Valea Măgheruşului 81,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 81 (Valea Magherusului),
8134,34761,"83",Valea Măgheruşului 83,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 83 (Valea Magherusului),
8133,34761,"85",Valea Măgheruşului 85,Strada,Valea Măgheruşului,,Valea Magherusului,Valea Măgheruşului 85 (Valea Magherusului),
8091,34734,"2",Viilor 2,Strada,Viilor,,Crainimat,Viilor 2 (Crainimat),
9262,34716,119 A,Castelului 119 A,Strada,Castelului,,Arcalia,Castelului 119 A (Arcalia),
9261,34716,"119",Castelului 119,Strada,Castelului,,Arcalia,Castelului 119 (Arcalia),
9260,34716,"121",Castelului 121,Strada,Castelului,,Arcalia,Castelului 121 (Arcalia),
9259,34716,123 A,Castelului 123 A,Strada,Castelului,,Arcalia,Castelului 123 A (Arcalia),
9258,34716,"123",Castelului 123,Strada,Castelului,,Arcalia,Castelului 123 (Arcalia),
9257,34716,"125",Castelului 125,Strada,Castelului,,Arcalia,Castelului 125 (Arcalia),
9256,34716,"127",Castelului 127,Strada,Castelului,,Arcalia,Castelului 127 (Arcalia),
9255,34716,"129",Castelului 129,Strada,Castelului,,Arcalia,Castelului 129 (Arcalia),
9254,34716,131 A,Castelului 131 A,Strada,Castelului,,Arcalia,Castelului 131 A (Arcalia),
9253,34716,"131",Castelului 131,Strada,Castelului,,Arcalia,Castelului 131 (Arcalia),
9252,34716,"133",Castelului 133,Strada,Castelului,,Arcalia,Castelului 133 (Arcalia),
9251,34716,"135",Castelului 135,Strada,Castelului,,Arcalia,Castelului 135 (Arcalia),
9250,34716,"137",Castelului 137,Strada,Castelului,,Arcalia,Castelului 137 (Arcalia),
9249,34716,"139",Castelului 139,Strada,Castelului,,Arcalia,Castelului 139 (Arcalia),
9248,34716,"141",Castelului 141,Strada,Castelului,,Arcalia,Castelului 141 (Arcalia),
9247,34716,"143",Castelului 143,Strada,Castelului,,Arcalia,Castelului 143 (Arcalia),
9246,34716,143 A,Castelului 143 A,Strada,Castelului,,Arcalia,Castelului 143 A (Arcalia),
9245,34716,145 A,Castelului 145 A,Strada,Castelului,,Arcalia,Castelului 145 A (Arcalia),
9244,34716,"145",Castelului 145,Strada,Castelului,,Arcalia,Castelului 145 (Arcalia),
9243,34716,"147",Castelului 147,Strada,Castelului,,Arcalia,Castelului 147 (Arcalia),
9242,34716,"149",Castelului 149,Strada,Castelului,,Arcalia,Castelului 149 (Arcalia),
9241,34716,"151",Castelului 151,Strada,Castelului,,Arcalia,Castelului 151 (Arcalia),
9240,34716,"153",Castelului 153,Strada,Castelului,,Arcalia,Castelului 153 (Arcalia),
9239,34716,"155",Castelului 155,Strada,Castelului,,Arcalia,Castelului 155 (Arcalia),
9238,34716,"157",Castelului 157,Strada,Castelului,,Arcalia,Castelului 157 (Arcalia),
9237,34716,"159",Castelului 159,Strada,Castelului,,Arcalia,Castelului 159 (Arcalia),
9236,34716,"161",Castelului 161,Strada,Castelului,,Arcalia,Castelului 161 (Arcalia),
9235,34716,"165",Castelului 165,Strada,Castelului,,Arcalia,Castelului 165 (Arcalia),
9234,34716,"163",Castelului 163,Strada,Castelului,,Arcalia,Castelului 163 (Arcalia),
9233,34716,"167",Castelului 167,Strada,Castelului,,Arcalia,Castelului 167 (Arcalia),
9199,34716,"116",Castelului 116,Strada,Castelului,,Arcalia,Castelului 116 (Arcalia),
9198,34716,"114",Castelului 114,Strada,Castelului,,Arcalia,Castelului 114 (Arcalia),
9197,34716,"112",Castelului 112,Strada,Castelului,,Arcalia,Castelului 112 (Arcalia),
9196,34716,"110",Castelului 110,Strada,Castelului,,Arcalia,Castelului 110 (Arcalia),
9195,34716,"108",Castelului 108,Strada,Castelului,,Arcalia,Castelului 108 (Arcalia),
9194,34716,"104",Castelului 104,Strada,Castelului,,Arcalia,Castelului 104 (Arcalia),
9193,34716,"102",Castelului 102,Strada,Castelului,,Arcalia,Castelului 102 (Arcalia),
9192,34716,"100",Castelului 100,Strada,Castelului,,Arcalia,Castelului 100 (Arcalia),
9191,34716,"98",Castelului 98,Strada,Castelului,,Arcalia,Castelului 98 (Arcalia),
9190,34716,"96",Castelului 96,Strada,Castelului,,Arcalia,Castelului 96 (Arcalia),
9189,34716,"94",Castelului 94,Strada,Castelului,,Arcalia,Castelului 94 (Arcalia),
9188,34716,"92",Castelului 92,Strada,Castelului,,Arcalia,Castelului 92 (Arcalia),
9187,34716,"90",Castelului 90,Strada,Castelului,,Arcalia,Castelului 90 (Arcalia),
9186,34716,"88",Castelului 88,Strada,Castelului,,Arcalia,Castelului 88 (Arcalia),
9185,34716,"86",Castelului 86,Strada,Castelului,,Arcalia,Castelului 86 (Arcalia),
9184,34716,"84",Castelului 84,Strada,Castelului,,Arcalia,Castelului 84 (Arcalia),
8264,34716,"1",Teilor 1,Strada,Teilor,,Arcalia,Teilor 1 (Arcalia),
8263,34716,"3",Teilor 3,Strada,Teilor,,Arcalia,Teilor 3 (Arcalia),
8262,34716,"5",Teilor 5,Strada,Teilor,,Arcalia,Teilor 5 (Arcalia),
8261,34716,"7",Teilor 7,Strada,Teilor,,Arcalia,Teilor 7 (Arcalia),
8260,34716,"9",Teilor 9,Strada,Teilor,,Arcalia,Teilor 9 (Arcalia),
8259,34716,"11",Teilor 11,Strada,Teilor,,Arcalia,Teilor 11 (Arcalia),
8258,34716,"13",Teilor 13,Strada,Teilor,,Arcalia,Teilor 13 (Arcalia),
8257,34716,"15",Teilor 15,Strada,Teilor,,Arcalia,Teilor 15 (Arcalia),
8256,34716,"17",Teilor 17,Strada,Teilor,,Arcalia,Teilor 17 (Arcalia),
8255,34716,"19",Teilor 19,Strada,Teilor,,Arcalia,Teilor 19 (Arcalia),
8235,34716,"18",Trandafirilor 18,Strada,Trandafirilor,,Arcalia,Trandafirilor 18 (Arcalia),
8234,34716,"20",Trandafirilor 20,Strada,Trandafirilor,,Arcalia,Trandafirilor 20 (Arcalia),
8233,34716,"22",Trandafirilor 22,Strada,Trandafirilor,,Arcalia,Trandafirilor 22 (Arcalia),
8232,34716,"24",Trandafirilor 24,Strada,Trandafirilor,,Arcalia,Trandafirilor 24 (Arcalia),
8231,34716,"26",Trandafirilor 26,Strada,Trandafirilor,,Arcalia,Trandafirilor 26 (Arcalia),
8230,34716,"28",Trandafirilor 28,Strada,Trandafirilor,,Arcalia,Trandafirilor 28 (Arcalia),
8229,34716,"30",Trandafirilor 30,Strada,Trandafirilor,,Arcalia,Trandafirilor 30 (Arcalia),
8228,34716,"32",Trandafirilor 32,Strada,Trandafirilor,,Arcalia,Trandafirilor 32 (Arcalia),
8227,34716,"34",Trandafirilor 34,Strada,Trandafirilor,,Arcalia,Trandafirilor 34 (Arcalia),
8226,34716,"36",Trandafirilor 36,Strada,Trandafirilor,,Arcalia,Trandafirilor 36 (Arcalia),
8225,34716,"38",Trandafirilor 38,Strada,Trandafirilor,,Arcalia,Trandafirilor 38 (Arcalia),
8224,34716,"40",Trandafirilor 40,Strada,Trandafirilor,,Arcalia,Trandafirilor 40 (Arcalia),
8223,34716,"42",Trandafirilor 42,Strada,Trandafirilor,,Arcalia,Trandafirilor 42 (Arcalia),
8222,34716,"44",Trandafirilor 44,Strada,Trandafirilor,,Arcalia,Trandafirilor 44 (Arcalia),
8221,34716,"46",Trandafirilor 46,Strada,Trandafirilor,,Arcalia,Trandafirilor 46 (Arcalia),
8220,34716,46 A,Trandafirilor 46 A,Strada,Trandafirilor,,Arcalia,Trandafirilor 46 A (Arcalia),
8219,34716,"48",Trandafirilor 48,Strada,Trandafirilor,,Arcalia,Trandafirilor 48 (Arcalia),
8218,34716,"27",Trandafirilor 27,Strada,Trandafirilor,,Arcalia,Trandafirilor 27 (Arcalia),
8217,34716,"23",Trandafirilor 23,Strada,Trandafirilor,,Arcalia,Trandafirilor 23 (Arcalia),
8216,34716,"21",Trandafirilor 21,Strada,Trandafirilor,,Arcalia,Trandafirilor 21 (Arcalia),
8215,34716,"19",Trandafirilor 19,Strada,Trandafirilor,,Arcalia,Trandafirilor 19 (Arcalia),
8214,34716,"17",Trandafirilor 17,Strada,Trandafirilor,,Arcalia,Trandafirilor 17 (Arcalia),
8213,34716,"15",Trandafirilor 15,Strada,Trandafirilor,,Arcalia,Trandafirilor 15 (Arcalia),
8212,34716,"13",Trandafirilor 13,Strada,Trandafirilor,,Arcalia,Trandafirilor 13 (Arcalia),
8211,34716,"11",Trandafirilor 11,Strada,Trandafirilor,,Arcalia,Trandafirilor 11 (Arcalia),
8210,34716,"7",Trandafirilor 7,Strada,Trandafirilor,,Arcalia,Trandafirilor 7 (Arcalia),
8209,34716,"5",Trandafirilor 5,Strada,Trandafirilor,,Arcalia,Trandafirilor 5 (Arcalia),
8124,34716,"4",Valea Viilor 4,Strada,Valea Viilor,,Arcalia,Valea Viilor 4 (Arcalia),
8123,34716,"6",Valea Viilor 6,Strada,Valea Viilor,,Arcalia,Valea Viilor 6 (Arcalia),
8122,34716,"8",Valea Viilor 8,Strada,Valea Viilor,,Arcalia,Valea Viilor 8 (Arcalia),
8121,34716,"10",Valea Viilor 10,Strada,Valea Viilor,,Arcalia,Valea Viilor 10 (Arcalia),
8120,34716,"12",Valea Viilor 12,Strada,Valea Viilor,,Arcalia,Valea Viilor 12 (Arcalia),
8119,34716,"14",Valea Viilor 14,Strada,Valea Viilor,,Arcalia,Valea Viilor 14 (Arcalia),
8118,34716,"16",Valea Viilor 16,Strada,Valea Viilor,,Arcalia,Valea Viilor 16 (Arcalia),
8117,34716,"18",Valea Viilor 18,Strada,Valea Viilor,,Arcalia,Valea Viilor 18 (Arcalia),
8116,34716,"20",Valea Viilor 20,Strada,Valea Viilor,,Arcalia,Valea Viilor 20 (Arcalia),
9325,34716,"1",Castelului 1,Strada,Castelului,,Arcalia,Castelului 1 (Arcalia),
9324,34716,"3",Castelului 3,Strada,Castelului,,Arcalia,Castelului 3 (Arcalia),
9323,34716,3 A,Castelului 3 A,Strada,Castelului,,Arcalia,Castelului 3 A (Arcalia),
9322,34716,3 B,Castelului 3 B,Strada,Castelului,,Arcalia,Castelului 3 B (Arcalia),
9087,34752,127 A,Castelului 127 A,Strada,Castelului,,Saratel,Castelului 127 A (Saratel),
9086,34752,"125",Castelului 125,Strada,Castelului,,Saratel,Castelului 125 (Saratel),
9032,34716,"5",Castelului 5,Strada,Castelului,,Arcalia,Castelului 5 (Arcalia),
8569,34716,"4",Pajiştilor 4,Strada,Pajiştilor,,Arcalia,Pajiştilor 4 (Arcalia),
8568,34716,"6",Pajiştilor 6,Strada,Pajiştilor,,Arcalia,Pajiştilor 6 (Arcalia),
8567,34716,"8",Pajiştilor 8,Strada,Pajiştilor,,Arcalia,Pajiştilor 8 (Arcalia),
9321,34716,"7",Castelului 7,Strada,Castelului,,Arcalia,Castelului 7 (Arcalia),
9320,34716,"9",Castelului 9,Strada,Castelului,,Arcalia,Castelului 9 (Arcalia),
9319,34716,"11",Castelului 11,Strada,Castelului,,Arcalia,Castelului 11 (Arcalia),
9318,34716,"13",Castelului 13,Strada,Castelului,,Arcalia,Castelului 13 (Arcalia),
9840,34716,"2",Bisericii 2,Strada,Bisericii,,Arcalia,Bisericii 2 (Arcalia),
9839,34716,"6",Bisericii 6,Strada,Bisericii,,Arcalia,Bisericii 6 (Arcalia),
9838,34716,"12",Bisericii 12,Strada,Bisericii,,Arcalia,Bisericii 12 (Arcalia),
9837,34716,12 A,Bisericii 12 A,Strada,Bisericii,,Arcalia,Bisericii 12 A (Arcalia),
9807,34707,4 /11,Bradului 4 /11,Strada,Bradului,,Sieu Magherus,Bradului 4 /11 (Sieu Magherus),
9806,34707,4 /12,Bradului 4 /12,Strada,Bradului,,Sieu Magherus,Bradului 4 /12 (Sieu Magherus),
9805,34707,4 /13,Bradului 4 /13,Strada,Bradului,,Sieu Magherus,Bradului 4 /13 (Sieu Magherus),
9804,34707,4 /10,Bradului 4 /10,Strada,Bradului,,Sieu Magherus,Bradului 4 /10 (Sieu Magherus),
9798,34716,"22",Bucureni 22,Strada,Bucureni,,Arcalia,Bucureni 22 (Arcalia),
9797,34716,"1",Bucureni 1,Strada,Bucureni,,Arcalia,Bucureni 1 (Arcalia),
9796,34716,"3",Bucureni 3,Strada,Bucureni,,Arcalia,Bucureni 3 (Arcalia),
9795,34716,"5",Bucureni 5,Strada,Bucureni,,Arcalia,Bucureni 5 (Arcalia),
9794,34716,"7",Bucureni 7,Strada,Bucureni,,Arcalia,Bucureni 7 (Arcalia),
9793,34716,"9",Bucureni 9,Strada,Bucureni,,Arcalia,Bucureni 9 (Arcalia),
9792,34716,"11",Bucureni 11,Strada,Bucureni,,Arcalia,Bucureni 11 (Arcalia),
9791,34716,"15",Bucureni 15,Strada,Bucureni,,Arcalia,Bucureni 15 (Arcalia),
9790,34716,"17",Bucureni 17,Strada,Bucureni,,Arcalia,Bucureni 17 (Arcalia),
9789,34716,"19",Bucureni 19,Strada,Bucureni,,Arcalia,Bucureni 19 (Arcalia),
9788,34716,"23",Bucureni 23,Strada,Bucureni,,Arcalia,Bucureni 23 (Arcalia),
9787,34716,"25",Bucureni 25,Strada,Bucureni,,Arcalia,Bucureni 25 (Arcalia),
9786,34716,"27",Bucureni 27,Strada,Bucureni,,Arcalia,Bucureni 27 (Arcalia),
9785,34716,"29",Bucureni 29,Strada,Bucureni,,Arcalia,Bucureni 29 (Arcalia),
9784,34716,"31",Bucureni 31,Strada,Bucureni,,Arcalia,Bucureni 31 (Arcalia),
9783,34716,"33",Bucureni 33,Strada,Bucureni,,Arcalia,Bucureni 33 (Arcalia),
9782,34716,"35",Bucureni 35,Strada,Bucureni,,Arcalia,Bucureni 35 (Arcalia),
9781,34716,"37",Bucureni 37,Strada,Bucureni,,Arcalia,Bucureni 37 (Arcalia),
9780,34716,"39",Bucureni 39,Strada,Bucureni,,Arcalia,Bucureni 39 (Arcalia),
9779,34716,"41",Bucureni 41,Strada,Bucureni,,Arcalia,Bucureni 41 (Arcalia),
9778,34716,"43",Bucureni 43,Strada,Bucureni,,Arcalia,Bucureni 43 (Arcalia),
9777,34716,"45",Bucureni 45,Strada,Bucureni,,Arcalia,Bucureni 45 (Arcalia),
9776,34716,"47",Bucureni 47,Strada,Bucureni,,Arcalia,Bucureni 47 (Arcalia),
9775,34716,"53",Bucureni 53,Strada,Bucureni,,Arcalia,Bucureni 53 (Arcalia),
9774,34716,"55",Bucureni 55,Strada,Bucureni,,Arcalia,Bucureni 55 (Arcalia),
9773,34716,"50",Bucureni 50,Strada,Bucureni,,Arcalia,Bucureni 50 (Arcalia),
9772,34716,"48",Bucureni 48,Strada,Bucureni,,Arcalia,Bucureni 48 (Arcalia),
9771,34716,"46",Bucureni 46,Strada,Bucureni,,Arcalia,Bucureni 46 (Arcalia),
9770,34716,"42",Bucureni 42,Strada,Bucureni,,Arcalia,Bucureni 42 (Arcalia),
9769,34716,"38",Bucureni 38,Strada,Bucureni,,Arcalia,Bucureni 38 (Arcalia),
9768,34716,"36",Bucureni 36,Strada,Bucureni,,Arcalia,Bucureni 36 (Arcalia),
9767,34716,"34",Bucureni 34,Strada,Bucureni,,Arcalia,Bucureni 34 (Arcalia),
9766,34716,"32",Bucureni 32,Strada,Bucureni,,Arcalia,Bucureni 32 (Arcalia),
9765,34716,"30",Bucureni 30,Strada,Bucureni,,Arcalia,Bucureni 30 (Arcalia),
9764,34716,"28",Bucureni 28,Strada,Bucureni,,Arcalia,Bucureni 28 (Arcalia),
9763,34716,"26",Bucureni 26,Strada,Bucureni,,Arcalia,Bucureni 26 (Arcalia),
9762,34716,"20",Bucureni 20,Strada,Bucureni,,Arcalia,Bucureni 20 (Arcalia),
9761,34716,"18",Bucureni 18,Strada,Bucureni,,Arcalia,Bucureni 18 (Arcalia),
9760,34716,"16",Bucureni 16,Strada,Bucureni,,Arcalia,Bucureni 16 (Arcalia),
9759,34716,"14",Bucureni 14,Strada,Bucureni,,Arcalia,Bucureni 14 (Arcalia),
9758,34716,"12",Bucureni 12,Strada,Bucureni,,Arcalia,Bucureni 12 (Arcalia),
9757,34716,"10",Bucureni 10,Strada,Bucureni,,Arcalia,Bucureni 10 (Arcalia),
9756,34716,"8",Bucureni 8,Strada,Bucureni,,Arcalia,Bucureni 8 (Arcalia),
9755,34716,"6",Bucureni 6,Strada,Bucureni,,Arcalia,Bucureni 6 (Arcalia),
9754,34716,"4",Bucureni 4,Strada,Bucureni,,Arcalia,Bucureni 4 (Arcalia),
9753,34716,"21",Bucureni 21,Strada,Bucureni,,Arcalia,Bucureni 21 (Arcalia),
9711,34707,"72",Calea Dejului 72,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 72 (Sieu Magherus),
9710,34707,"74",Calea Dejului 74,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 74 (Sieu Magherus),
9709,34707,"76",Calea Dejului 76,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 76 (Sieu Magherus),
9708,34707,"78",Calea Dejului 78,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 78 (Sieu Magherus),
9707,34707,"80",Calea Dejului 80,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 80 (Sieu Magherus),
9706,34707,"82",Calea Dejului 82,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 82 (Sieu Magherus),
9705,34707,"84",Calea Dejului 84,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 84 (Sieu Magherus),
9704,34707,"86",Calea Dejului 86,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 86 (Sieu Magherus),
9703,34707,"88",Calea Dejului 88,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 88 (Sieu Magherus),
9702,34707,"90",Calea Dejului 90,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 90 (Sieu Magherus),
9701,34707,"92",Calea Dejului 92,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 92 (Sieu Magherus),
9700,34707,"94",Calea Dejului 94,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 94 (Sieu Magherus),
9699,34707,"96",Calea Dejului 96,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 96 (Sieu Magherus),
9698,34707,"98",Calea Dejului 98,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 98 (Sieu Magherus),
9697,34707,"100",Calea Dejului 100,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 100 (Sieu Magherus),
9696,34707,"102",Calea Dejului 102,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 102 (Sieu Magherus),
9695,34707,"104",Calea Dejului 104,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 104 (Sieu Magherus),
9694,34707,"106",Calea Dejului 106,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 106 (Sieu Magherus),
9693,34707,"108",Calea Dejului 108,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 108 (Sieu Magherus),
9692,34707,"110",Calea Dejului 110,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 110 (Sieu Magherus),
9691,34707,"112",Calea Dejului 112,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 112 (Sieu Magherus),
9690,34707,"114",Calea Dejului 114,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 114 (Sieu Magherus),
9626,34707,"63",Calea Dejului 63,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 63 (Sieu Magherus),
9625,34707,"65",Calea Dejului 65,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 65 (Sieu Magherus),
9624,34707,"67",Calea Dejului 67,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 67 (Sieu Magherus),
9623,34707,"69",Calea Dejului 69,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 69 (Sieu Magherus),
9622,34707,"71",Calea Dejului 71,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 71 (Sieu Magherus),
9621,34707,"73",Calea Dejului 73,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 73 (Sieu Magherus),
9620,34707,"75",Calea Dejului 75,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 75 (Sieu Magherus),
9619,34707,"77",Calea Dejului 77,Strada,Calea Dejului,,Sieu Magherus,Calea Dejului 77 (Sieu Magherus),
